Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Cable Head,missing,153.0,Case266,deviant,Turning & Milling Q.C.,ID4163,S,Quality Check 1,0.0,0.0,130.0,2012-01-05 16:10:00,970.0,1.0,3.0,16.0,113.0,1890.0,5.0,21.0
Cable Head,missing,3.0,Case277,deviant,Lapping - Machine 1,ID4528,D,Machine 1 - Lapping,3.0,0.0,54.0,2012-01-05 16:54:00,1014.0,1.0,3.0,16.0,3819.0,4374.0,3.0,21.0
Spur Gear,missing,85.0,Case210,regular,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,22.0,0.0,540.0,2012-01-05 17:00:00,1020.0,1.0,3.0,17.0,565.0,2940.0,7.0,21.0
Cable Head,missing,30.0,Case219,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,15.0,0.0,28.0,2012-01-05 17:35:00,1055.0,1.0,3.0,17.0,2911.0,2911.0,2.0,21.0
Cable Head,missing,153.0,Case266,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,153.0,0.0,35.0,2012-01-05 17:35:00,1055.0,1.0,3.0,17.0,85.0,1975.0,6.0,21.0
Cable Head,missing,153.0,Case266,deviant,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,1.0,0.0,195.0,2012-01-05 17:37:00,1057.0,1.0,3.0,17.0,2.0,1977.0,7.0,21.0
Wheel Shaft,missing,20.0,Case201,deviant,Turning - Machine 8,ID4219,D,Machine 15 - Turning,2.0,0.0,224.0,2012-01-05 17:37:00,1057.0,1.0,3.0,17.0,225.0,2422.0,5.0,21.0
Wheel Shaft,missing,20.0,Case201,deviant,Turning - Machine 8,ID4219,S,Machine 15 - Turning,0.0,0.0,3.0,2012-01-05 17:42:00,1062.0,1.0,3.0,17.0,5.0,2427.0,6.0,21.0
Ballnut,missing,108.0,Case215,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,78.0,0.0,145.0,2012-01-05 17:47:00,1067.0,1.0,3.0,17.0,146.0,146.0,2.0,21.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling - Machine 4,ID4167,S,Machine 4 - Turning & Milling,0.0,0.0,344.0,2012-01-05 17:58:00,1078.0,1.0,3.0,17.0,0.0,0.0,1.0,22.0
Cable Head,missing,3.0,Case277,deviant,Round Grinding - Manual,ID4528,S,Machine 27 - Grinding,0.0,0.0,90.0,2012-01-05 18:30:00,1110.0,1.0,3.0,18.0,96.0,4470.0,4.0,22.0
Cable Head,missing,153.0,Case266,deviant,Turning & Milling - Machine 5,ID4932,S,Machine 5 - Turning & Milling,0.0,0.0,59.0,2012-01-05 20:50:00,1250.0,1.0,3.0,20.0,193.0,2170.0,8.0,22.0
Ballnut,missing,108.0,Case215,regular,Turning & Milling - Machine 8,ID4445,D,Machine 8 - Turning & Milling,30.0,0.0,70.0,2012-01-05 22:03:00,1323.0,1.0,3.0,22.0,256.0,402.0,3.0,22.0
Cable Head,missing,3.0,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,0.0,0.0,315.0,2012-01-05 23:45:00,1425.0,1.0,3.0,23.0,315.0,4785.0,5.0,22.0
Spur Gear,missing,85.0,Case210,regular,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,8.0,0.0,218.0,2012-01-06 00:00:00,0.0,1.0,4.0,0.0,420.0,3360.0,8.0,22.0
Housing,missing,46.0,Case153,regular,Packing,ID4820,D,Packing,4.0,0.0,60.0,2012-01-06 01:00:00,60.0,1.0,4.0,1.0,980.0,4630.0,5.0,20.0
Spur Gear,missing,20.0,Case236,regular,Packing,ID4491,D,Packing,20.0,0.0,60.0,2012-01-06 01:00:00,60.0,1.0,4.0,1.0,571.0,4530.0,8.0,20.0
Spur Gear,missing,225.0,Case254,regular,Packing,ID4820,D,Packing,225.0,0.0,60.0,2012-01-06 01:00:00,60.0,1.0,4.0,1.0,1983.0,5085.0,6.0,20.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling - Machine 4,ID4794,S,Machine 4 - Turning & Milling,2.0,0.0,293.0,2012-01-06 01:14:00,74.0,1.0,4.0,1.0,436.0,436.0,2.0,21.0
Spur Gear,missing,105.0,Case230,deviant,Turning & Milling - Machine 6,ID4794,B,Machine 6 - Turning & Milling,0.0,0.0,71.0,2012-01-06 01:14:00,74.0,1.0,4.0,1.0,0.0,0.0,1.0,21.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,15.0,0.0,324.0,2012-01-06 06:39:00,399.0,1.0,4.0,6.0,325.0,761.0,3.0,21.0
Spur Gear,missing,105.0,Case230,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,0.0,0.0,326.0,2012-01-06 06:39:00,399.0,1.0,4.0,6.0,325.0,325.0,2.0,21.0
Cable Head,missing,153.0,Case266,deviant,Turning & Milling - Machine 5,ID4932,D,Machine 5 - Turning & Milling,33.0,0.0,590.0,2012-01-06 06:41:00,401.0,1.0,4.0,6.0,591.0,2761.0,9.0,21.0
Wheel Shaft,missing,20.0,Case201,deviant,Turning - Machine 8,ID4219,D,Machine 15 - Turning,1.0,0.0,69.0,2012-01-06 08:00:00,480.0,1.0,4.0,8.0,858.0,3285.0,7.0,21.0
Spur Gear,missing,85.0,Case210,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,97.0,2012-01-06 08:27:00,507.0,1.0,4.0,8.0,507.0,3867.0,9.0,21.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,125.0,2012-01-06 09:44:00,584.0,1.0,4.0,9.0,185.0,946.0,4.0,21.0
Ballnut,missing,108.0,Case215,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,1.0,2012-01-06 09:46:00,586.0,1.0,4.0,9.0,703.0,1105.0,4.0,21.0
Spur Gear,missing,85.0,Case210,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,85.0,0.0,5.0,2012-01-06 10:09:00,609.0,1.0,4.0,10.0,102.0,3969.0,10.0,21.0
Spur Gear,missing,225.0,Case254,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,225.0,0.0,1.0,2012-01-06 10:25:00,625.0,1.0,4.0,10.0,565.0,5650.0,7.0,20.0
Ballnut,missing,108.0,Case215,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,108.0,0.0,75.0,2012-01-06 11:02:00,662.0,1.0,4.0,11.0,76.0,1181.0,5.0,20.0
Ballnut,missing,48.0,Case155,regular,Turning - Machine 8,ID0997,S,Machine 15 - Turning,0.0,0.0,285.0,2012-01-06 11:56:00,716.0,1.0,4.0,11.0,0.0,0.0,1.0,21.0
Ballnut,missing,48.0,Case155,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,0.0,0.0,42.0,2012-01-06 12:38:00,758.0,1.0,4.0,12.0,42.0,42.0,2.0,21.0
Cable Head,missing,153.0,Case266,deviant,Turning & Milling - Machine 5,ID4429,D,Machine 5 - Turning & Milling,20.0,0.0,318.0,2012-01-06 12:39:00,759.0,1.0,4.0,12.0,358.0,3119.0,10.0,21.0
Wheel Shaft,missing,20.0,Case201,deviant,Turning - Machine 8,ID4219,B,Machine 15 - Turning,0.0,0.0,279.0,2012-01-06 12:40:00,760.0,1.0,4.0,12.0,280.0,3565.0,8.0,21.0
Spur Gear,missing,85.0,Case210,regular,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,38.0,0.0,23.0,2012-01-06 12:49:00,769.0,1.0,4.0,12.0,160.0,4129.0,11.0,21.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,20.0,0.0,318.0,2012-01-06 12:52:00,772.0,1.0,4.0,12.0,188.0,1134.0,5.0,21.0
Barrel,missing,32.0,Case250,regular,Milling - Machine 16,ID4326,D,Machine 16 - Milling,7.0,0.0,360.0,2012-01-06 13:00:00,780.0,1.0,4.0,13.0,1260.0,4140.0,5.0,21.0
Wheel Shaft,missing,20.0,Case201,deviant,Turning - Machine 8,ID4219,D,Machine 15 - Turning,1.0,0.0,28.0,2012-01-06 13:08:00,788.0,1.0,4.0,13.0,28.0,3593.0,9.0,21.0
Ballnut,missing,48.0,Case155,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,13.0,0.0,75.0,2012-01-06 13:53:00,833.0,1.0,4.0,13.0,75.0,117.0,3.0,21.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,30.0,0.0,1080.0,2012-01-07 07:00:00,420.0,1.0,5.0,7.0,1088.0,2222.0,6.0,21.0
Cable Head,missing,153.0,Case266,deviant,Turning & Milling - Machine 5,ID4529,D,Machine 5 - Turning & Milling,0.0,0.0,1080.0,2012-01-07 07:00:00,420.0,1.0,5.0,7.0,1101.0,4220.0,11.0,21.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,30.0,0.0,990.0,2012-01-07 23:30:00,1410.0,1.0,5.0,23.0,990.0,3212.0,7.0,21.0
Cable Head,missing,153.0,Case266,deviant,Turning & Milling - Machine 5,ID4529,D,Machine 5 - Turning & Milling,0.0,0.0,990.0,2012-01-07 23:30:00,1410.0,1.0,5.0,23.0,990.0,5210.0,12.0,21.0
Cable Head,missing,185.0,Case225,deviant,Laser Marking - Machine 7,ID4872,D,Machine 7- Laser Marking,79.0,0.0,75.0,2012-01-08 01:15:00,75.0,1.0,6.0,1.0,3443.0,3443.0,2.0,21.0
Cable Head,missing,153.0,Case266,deviant,Turning & Milling - Machine 5,ID4641,D,Machine 5 - Turning & Milling,36.0,0.0,419.0,2012-01-08 06:35:00,395.0,1.0,6.0,6.0,425.0,5635.0,13.0,21.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling - Machine 4,ID4641,D,Machine 4 - Turning & Milling,33.0,0.0,426.0,2012-01-08 06:43:00,403.0,1.0,6.0,6.0,433.0,3645.0,8.0,21.0
Spur Gear,missing,85.0,Case210,regular,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,47.0,0.0,20.0,2012-01-08 07:50:00,470.0,1.0,6.0,7.0,2581.0,6710.0,12.0,21.0
Wheel Shaft,missing,20.0,Case201,deviant,Turning - Machine 8,ID4219,D,Machine 15 - Turning,1.0,0.0,71.0,2012-01-08 07:54:00,474.0,1.0,6.0,7.0,2566.0,6159.0,10.0,21.0
Cable Head,missing,3.0,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,3.0,0.0,100.0,2012-01-08 08:30:00,510.0,1.0,6.0,8.0,3405.0,8190.0,6.0,21.0
Cable Head,missing,153.0,Case266,deviant,Turning & Milling - Machine 5,ID4932,D,Machine 5 - Turning & Milling,0.0,0.0,93.0,2012-01-08 08:39:00,519.0,1.0,6.0,8.0,124.0,5759.0,14.0,21.0
Cable Head,missing,3.0,Case277,deviant,Lapping - Machine 1,ID4528,D,Machine 1 - Lapping,3.0,0.0,10.0,2012-01-08 08:40:00,520.0,1.0,6.0,8.0,10.0,8200.0,7.0,21.0
Cable Head,missing,3.0,Case277,deviant,Round Grinding - Manual,ID4528,S,Machine 27 - Grinding,0.0,0.0,57.0,2012-01-08 10:00:00,600.0,1.0,6.0,10.0,80.0,8280.0,8.0,21.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,130.0,2012-01-08 10:00:00,600.0,1.0,6.0,10.0,197.0,3842.0,9.0,21.0
Gauge,missing,5.0,Case203,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,5.0,0.0,103.0,2012-01-08 10:43:00,643.0,1.0,6.0,10.0,0.0,0.0,1.0,22.0
Wheel Shaft,missing,20.0,Case201,deviant,Turning Q.C.,ID4493,D,Quality Check 1,3.0,0.0,61.0,2012-01-08 11:13:00,673.0,1.0,6.0,11.0,199.0,6358.0,11.0,22.0
Cable Head,missing,17.0,Case185,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,7.0,0.0,134.0,2012-01-08 11:14:00,674.0,1.0,6.0,11.0,4114.0,7799.0,7.0,22.0
Ballnut,missing,48.0,Case155,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,23.0,2012-01-08 11:59:00,719.0,1.0,6.0,11.0,2766.0,2883.0,4.0,22.0
Spur Gear,missing,105.0,Case230,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,1.0,0.0,176.0,2012-01-08 12:09:00,729.0,1.0,6.0,12.0,3210.0,3535.0,3.0,22.0
Spur Gear,missing,105.0,Case230,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,5.0,0.0,11.0,2012-01-08 12:28:00,748.0,1.0,6.0,12.0,19.0,3554.0,4.0,22.0
Cable Head,missing,153.0,Case266,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,131.0,0.0,230.0,2012-01-08 12:50:00,770.0,1.0,6.0,12.0,251.0,6010.0,15.0,21.0
Cable Head,Y,17.0,Case185,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,7.0,0.0,57.0,2012-01-08 13:37:00,817.0,1.0,6.0,13.0,143.0,7942.0,8.0,21.0
Gauge,missing,5.0,Case203,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,5.0,0.0,50.0,2012-01-08 13:37:00,817.0,1.0,6.0,13.0,174.0,174.0,2.0,21.0
Ballnut,missing,108.0,Case215,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,100.0,0.0,43.0,2012-01-08 14:20:00,860.0,1.0,6.0,14.0,3078.0,4259.0,6.0,21.0
Spur Gear,missing,84.0,Case211,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,18.0,2012-01-08 15:02:00,902.0,1.0,6.0,15.0,0.0,0.0,1.0,22.0
Cutting Wheel,missing,21.0,Case206,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,5.0,2012-01-08 15:07:00,907.0,1.0,6.0,15.0,0.0,0.0,1.0,23.0
Cable Head,missing,151.0,Case177,deviant,Round Grinding - Machine 2,ID4385,S,Machine 2 - Round Grinding,0.0,0.0,107.0,2012-01-08 15:08:00,908.0,1.0,6.0,15.0,6043.0,6043.0,2.0,23.0
Wheel Shaft,missing,20.0,Case201,deviant,Turning & Milling Q.C.,ID4493,D,Quality Check 1,0.0,0.0,130.0,2012-01-08 15:30:00,930.0,1.0,6.0,15.0,257.0,6615.0,12.0,23.0
Ballnut,missing,48.0,Case155,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,35.0,0.0,391.0,2012-01-08 15:39:00,939.0,1.0,6.0,15.0,220.0,3103.0,5.0,23.0
Housing,missing,24.0,Case248,deviant,Turning & Milling - Machine 9,ID3846,S,Machine 9 - Turning & Milling,1.0,0.0,318.0,2012-01-08 15:53:00,953.0,1.0,6.0,15.0,0.0,0.0,1.0,24.0
Cable Head,missing,151.0,Case177,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,2.0,0.0,48.0,2012-01-08 15:57:00,957.0,1.0,6.0,15.0,49.0,6092.0,3.0,24.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,28.0,0.0,545.0,2012-01-08 16:05:00,965.0,1.0,6.0,16.0,365.0,4207.0,10.0,24.0
Cable Head,missing,5.0,Case251,regular,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,0.0,0.0,71.0,2012-01-08 16:15:00,975.0,1.0,6.0,16.0,0.0,0.0,1.0,25.0
Ballnut,missing,108.0,Case215,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,100.0,0.0,147.0,2012-01-08 16:48:00,1008.0,1.0,6.0,16.0,148.0,4407.0,7.0,25.0
Ballnut,missing,48.0,Case155,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,48.0,0.0,75.0,2012-01-08 17:00:00,1020.0,1.0,6.0,17.0,81.0,3184.0,6.0,25.0
Spur Gear,missing,85.0,Case210,regular,other,ID4882,D,Machine 11 - Grinding,0.0,0.0,149.0,2012-01-08 17:08:00,1028.0,1.0,6.0,17.0,558.0,7268.0,13.0,25.0
Spur Gear,missing,85.0,Case210,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,35.0,0.0,75.0,2012-01-08 17:38:00,1058.0,1.0,6.0,17.0,30.0,7298.0,14.0,25.0
Cable Head,missing,3.0,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,0.0,0.0,463.0,2012-01-08 17:43:00,1063.0,1.0,6.0,17.0,463.0,8743.0,9.0,25.0
Housing,missing,24.0,Case248,deviant,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,7.0,0.0,111.0,2012-01-08 17:46:00,1066.0,1.0,6.0,17.0,113.0,113.0,2.0,25.0
Spur Gear,missing,105.0,Case230,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,14.0,0.0,339.0,2012-01-08 17:49:00,1069.0,1.0,6.0,17.0,321.0,3875.0,5.0,25.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,5.0,0.0,110.0,2012-01-08 17:50:00,1070.0,1.0,6.0,17.0,105.0,4312.0,11.0,25.0
Spur Gear,missing,85.0,Case210,regular,Lapping - Machine 1,ID4872,D,Machine 1 - Lapping,0.0,0.0,61.0,2012-01-08 17:51:00,1071.0,1.0,6.0,17.0,13.0,7311.0,15.0,25.0
Barrel,missing,32.0,Case250,regular,Milling - Machine 16,ID4326,D,Machine 16 - Milling,17.0,0.0,670.0,2012-01-08 17:59:00,1079.0,1.0,6.0,17.0,3179.0,7319.0,6.0,25.0
Ballnut,missing,108.0,Case215,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,8.0,0.0,75.0,2012-01-08 18:04:00,1084.0,1.0,6.0,18.0,0.0,4483.0,8.0,25.0
Ballnut,missing,108.0,Case215,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,8.0,0.0,75.0,2012-01-08 18:04:00,1084.0,1.0,6.0,18.0,76.0,4483.0,9.0,25.0
Cable Head,missing,30.0,Case219,deviant,Round Grinding - Machine 2,ID4355,S,Machine 2 - Round Grinding,0.0,0.0,52.0,2012-01-08 19:03:00,1143.0,1.0,6.0,19.0,4408.0,7319.0,3.0,25.0
Spur Gear,missing,84.0,Case211,regular,Laser Marking - Machine 7,ID4355,D,Machine 7- Laser Marking,25.0,0.0,51.0,2012-01-08 20:05:00,1205.0,1.0,6.0,20.0,303.0,303.0,2.0,25.0
Spur Gear,missing,84.0,Case211,regular,Laser Marking - Machine 7,ID4445,D,Machine 7- Laser Marking,56.0,0.0,44.0,2012-01-08 20:50:00,1250.0,1.0,6.0,20.0,45.0,348.0,3.0,25.0
Cable Head,missing,151.0,Case177,deviant,Round Grinding - Machine 2,ID4355,D,Machine 2 - Round Grinding,12.0,0.0,374.0,2012-01-08 22:13:00,1333.0,1.0,6.0,22.0,376.0,6468.0,4.0,25.0
Cable Head,missing,185.0,Case225,deviant,other,ID4872,D,Machine 2 - Round Grinding,0.0,0.0,342.0,2012-01-08 23:34:00,1414.0,1.0,6.0,23.0,1339.0,4782.0,3.0,25.0
Clamp,missing,150.0,Case163,deviant,Packing,ID4491,D,Packing,60.0,0.0,60.0,2012-01-09 01:00:00,60.0,1.0,0.0,1.0,0.0,0.0,1.0,26.0
Cable Head,missing,3.0,Case277,deviant,Packing,ID4491,D,Packing,2.0,0.0,60.0,2012-01-09 01:00:00,60.0,1.0,0.0,1.0,437.0,9180.0,10.0,26.0
Spur Gear,missing,85.0,Case210,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0.0,0.0,75.0,2012-01-09 01:15:00,75.0,1.0,0.0,1.0,444.0,7755.0,16.0,28.0
Spur Gear,Y,84.0,Case211,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0.0,0.0,75.0,2012-01-09 01:15:00,75.0,1.0,0.0,1.0,265.0,613.0,4.0,28.0
Flange,missing,125.0,Case207,deviant,Turning & Milling - Machine 6,ID4429,S,Machine 6 - Turning & Milling,0.0,0.0,75.0,2012-01-09 01:15:00,75.0,1.0,0.0,1.0,0.0,0.0,1.0,28.0
Cable Head,missing,50.0,Case200,deviant,other,ID0937,D,Machine 10 - Grinding,1.0,0.0,75.0,2012-01-09 01:15:00,75.0,1.0,0.0,1.0,0.0,0.0,1.0,28.0
Housing,missing,24.0,Case248,deviant,Turning & Milling - Machine 9,ID4641,D,Machine 9 - Turning & Milling,16.0,0.0,344.0,2012-01-09 01:59:00,119.0,1.0,0.0,1.0,493.0,606.0,3.0,28.0
Cable Head,missing,13.0,Case208,deviant,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,0.0,0.0,238.0,2012-01-09 02:19:00,139.0,1.0,0.0,2.0,5985.0,6382.0,3.0,28.0
other,missing,16.0,Case253,deviant,Turning & Milling - Machine 9,ID4641,S,Machine 9 - Turning & Milling,1.0,0.0,208.0,2012-01-09 05:49:00,349.0,1.0,0.0,5.0,0.0,0.0,1.0,29.0
Spur Gear,missing,105.0,Case230,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,35.0,0.0,630.0,2012-01-09 06:30:00,390.0,1.0,0.0,6.0,761.0,4636.0,6.0,30.0
Ballnut,missing,315.0,Case260,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,0.0,0.0,150.0,2012-01-09 06:30:00,390.0,1.0,0.0,6.0,0.0,0.0,1.0,30.0
Cable Head,missing,13.0,Case208,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,2.0,0.0,275.0,2012-01-09 06:55:00,415.0,1.0,0.0,6.0,276.0,6658.0,4.0,30.0
other,missing,16.0,Case253,deviant,Turning & Milling - Machine 9,ID4641,D,Machine 9 - Turning & Milling,2.0,0.0,66.0,2012-01-09 06:55:00,415.0,1.0,0.0,6.0,66.0,66.0,2.0,30.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,36.0,0.0,660.0,2012-01-09 07:00:00,420.0,1.0,0.0,7.0,790.0,5102.0,12.0,30.0
Flange,missing,125.0,Case207,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,1.0,0.0,390.0,2012-01-09 07:00:00,420.0,1.0,0.0,7.0,345.0,345.0,2.0,30.0
Spur Gear,missing,105.0,Case230,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,15.0,2012-01-09 07:15:00,435.0,1.0,0.0,7.0,45.0,4681.0,7.0,30.0
other,missing,16.0,Case253,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,59.0,2012-01-09 08:03:00,483.0,1.0,0.0,8.0,68.0,134.0,3.0,30.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,26.0,2012-01-09 08:30:00,510.0,1.0,0.0,8.0,90.0,5192.0,13.0,30.0
Cable Head,missing,3.0,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,2.0,0.0,132.0,2012-01-09 09:06:00,546.0,1.0,0.0,9.0,486.0,9666.0,11.0,30.0
Spur Gear,missing,85.0,Case210,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,0.0,0.0,91.0,2012-01-09 09:43:00,583.0,1.0,0.0,9.0,508.0,8263.0,17.0,30.0
Spur Gear,missing,85.0,Case210,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,50.0,0.0,40.0,2012-01-09 09:45:00,585.0,1.0,0.0,9.0,2.0,8265.0,18.0,30.0
Clamp,missing,150.0,Case163,deviant,Final Inspection Q.C.,ID4287,D,Quality Check 1,60.0,0.0,106.0,2012-01-09 09:46:00,586.0,1.0,0.0,9.0,526.0,526.0,2.0,29.0
other,missing,16.0,Case253,deviant,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,13.0,0.0,156.0,2012-01-09 09:46:00,586.0,1.0,0.0,9.0,103.0,237.0,4.0,29.0
Cutting Wheel,missing,21.0,Case206,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,21.0,0.0,11.0,2012-01-09 09:55:00,595.0,1.0,0.0,9.0,1128.0,1128.0,2.0,29.0
O-Ring,missing,9.0,Case265,regular,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0.0,0.0,205.0,2012-01-09 10:29:00,629.0,1.0,0.0,10.0,5883.0,6870.0,3.0,29.0
Cutting Wheel,missing,21.0,Case206,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,21.0,0.0,49.0,2012-01-09 10:45:00,645.0,1.0,0.0,10.0,50.0,1178.0,3.0,29.0
O-Ring,missing,9.0,Case265,regular,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0.0,0.0,60.0,2012-01-09 10:49:00,649.0,1.0,0.0,10.0,20.0,6890.0,4.0,29.0
Cable Head,missing,3.0,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,1.0,0.0,105.0,2012-01-09 10:51:00,651.0,1.0,0.0,10.0,105.0,9771.0,12.0,29.0
Ballnut,missing,400.0,Case182,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,3.0,2012-01-09 11:11:00,671.0,1.0,0.0,11.0,0.0,0.0,1.0,30.0
O-Ring,missing,9.0,Case265,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,9.0,0.0,54.0,2012-01-09 11:21:00,681.0,1.0,0.0,11.0,32.0,6922.0,5.0,30.0
Cable Head,missing,5.0,Case251,regular,Turning & Milling - Machine 5,ID4932,S,Machine 5 - Turning & Milling,1.0,0.0,278.0,2012-01-09 11:28:00,688.0,1.0,0.0,11.0,1153.0,1153.0,2.0,30.0
Ballnut,missing,10.0,Case228,deviant,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0.0,0.0,60.0,2012-01-09 11:30:00,690.0,1.0,0.0,11.0,7239.0,7239.0,2.0,30.0
Clamp,missing,150.0,Case163,deviant,Turning Q.C.,ID4287,D,Quality Check 1,10.0,0.0,97.0,2012-01-09 11:38:00,698.0,1.0,0.0,11.0,112.0,638.0,3.0,30.0
Spur Gear,missing,85.0,Case210,regular,Round Grinding - Machine 12,ID4528,S,Machine 12 - Grinding,0.0,0.0,65.0,2012-01-09 12:02:00,722.0,1.0,0.0,12.0,137.0,8402.0,19.0,30.0
Ballnut,missing,10.0,Case228,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,9.0,0.0,60.0,2012-01-09 12:30:00,750.0,1.0,0.0,12.0,60.0,7299.0,3.0,29.0
Cable Head,missing,3.0,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,0.0,0.0,31.0,2012-01-09 12:34:00,754.0,1.0,0.0,12.0,103.0,9874.0,13.0,28.0
